202202 202201 Inquiry How was your summer vacation? 2023082820.175700
AS1 T2 Notice Basketball course has been cancelled due to insufficient enrollment 2023083119.310900
AS1 202201 Notice 1 course has been deleted 2023083119.310900
AS1 202202 Notice 1 course has been deleted 2023083119.310900
AS1 202203 Notice 1 course has been deleted 2023083119.310900
AS1 202204 Notice 1 course has been deleted 2023083119.310900
AS1 202205 Notice 1 course has been deleted 2023083119.310900
AS1 202206 Notice 1 course has been deleted 2023083119.310900
AS1 202207 Notice 1 course has been deleted 2023083119.310900
AS1 202208 Notice 1 course has been deleted 2023083119.310900
AS1 202209 Notice 1 course has been deleted 2023083119.310900
AS1 202210 Notice 1 course has been deleted 2023083119.310900
AS1 202211 Notice 1 course has been deleted 2023083119.310900
AS1 202212 Notice 1 course has been deleted 2023083119.310900
AS1 202213 Notice 1 course has been deleted 2023083119.310900
AS1 202214 Notice 1 course has been deleted 2023083119.310900
AS1 202215 Notice 1 course has been deleted 2023083119.310900
AS1 202216 Notice 1 course has been deleted 2023083119.310900
AS1 202217 Notice 1 course has been deleted 2023083119.310900
AS1 202218 Notice 1 course has been deleted 2023083119.310900
AS1 202219 Notice 1 course has been deleted 2023083119.310900
AS1 202220 Notice 1 course has been deleted 2023083119.310900
AS1 202221 Notice 1 course has been deleted 2023083119.310900
AS1 202222 Notice 1 course has been deleted 2023083119.310900
AS1 202223 Notice 1 course has been deleted 2023083119.310900
AS1 T1 Notice Modern History course has been cancelled due to insufficient enrollment 2023083119.320600
AS1 202201 Notice 1 course has been deleted 2023083119.320600
AS1 202202 Notice 1 course has been deleted 2023083119.320600
AS1 202203 Notice 1 course has been deleted 2023083119.320600
AS1 202204 Notice 1 course has been deleted 2023083119.320600
AS1 202205 Notice 1 course has been deleted 2023083119.320600
AS1 202206 Notice 1 course has been deleted 2023083119.320600
AS1 202207 Notice 1 course has been deleted 2023083119.320600
AS1 202208 Notice 1 course has been deleted 2023083119.320600
AS1 202209 Notice 1 course has been deleted 2023083119.320600
AS1 202210 Notice 1 course has been deleted 2023083119.320600
AS1 202211 Notice 1 course has been deleted 2023083119.320600
AS1 202212 Notice 1 course has been deleted 2023083119.320600
AS1 202213 Notice 1 course has been deleted 2023083119.320600
AS1 202214 Notice 1 course has been deleted 2023083119.320600
AS1 202215 Notice 1 course has been deleted 2023083119.320600
AS1 202216 Notice 1 course has been deleted 2023083119.320600
AS1 202217 Notice 1 course has been deleted 2023083119.320600
AS1 202218 Notice 1 course has been deleted 2023083119.320600
AS1 202219 Notice 1 course has been deleted 2023083119.320600
AS1 202220 Notice 1 course has been deleted 2023083119.320600
AS1 202221 Notice 1 course has been deleted 2023083119.320600
AS1 202222 Notice 1 course has been deleted 2023083119.320600
AS1 202223 Notice 1 course has been deleted 2023083119.320600
AS1 202201 Notice There is 1 new course 2023083120.293500
AS1 202202 Notice There is 1 new course 2023083120.293500
AS1 202203 Notice There is 1 new course 2023083120.293500
AS1 202204 Notice There is 1 new course 2023083120.293500
AS1 202205 Notice There is 1 new course 2023083120.293500
AS1 202206 Notice There is 1 new course 2023083120.293500
AS1 202207 Notice There is 1 new course 2023083120.293500
AS1 202208 Notice There is 1 new course 2023083120.293500
AS1 202209 Notice There is 1 new course 2023083120.293500
AS1 202210 Notice There is 1 new course 2023083120.293500
AS1 202211 Notice There is 1 new course 2023083120.293500
AS1 202212 Notice There is 1 new course 2023083120.293500
AS1 202213 Notice There is 1 new course 2023083120.293500
AS1 202214 Notice There is 1 new course 2023083120.293500
AS1 202215 Notice There is 1 new course 2023083120.293500
AS1 202216 Notice There is 1 new course 2023083120.293500
AS1 202217 Notice There is 1 new course 2023083120.293500
AS1 202218 Notice There is 1 new course 2023083120.293500
AS1 202219 Notice There is 1 new course 2023083120.293500
AS1 202220 Notice There is 1 new course 2023083120.293500
AS1 202221 Notice There is 1 new course 2023083120.293500
AS1 202222 Notice There is 1 new course 2023083120.293500
AS1 202223 Notice There is 1 new course 2023083120.293500
AS1 202224 Notice There is 1 new course 2023083120.293500
AS1 T1 Notice Hydraulic Engineering course has been cancelled due to insufficient enrollment 2023083120.305800
AS1 202201 Notice 1 course has been deleted 2023083120.305800
AS1 202202 Notice 1 course has been deleted 2023083120.305800
AS1 202203 Notice 1 course has been deleted 2023083120.305800
AS1 202204 Notice 1 course has been deleted 2023083120.305800
AS1 202205 Notice 1 course has been deleted 2023083120.305800
AS1 202206 Notice 1 course has been deleted 2023083120.305800
AS1 202207 Notice 1 course has been deleted 2023083120.305800
AS1 202208 Notice 1 course has been deleted 2023083120.305800
AS1 202209 Notice 1 course has been deleted 2023083120.305800
AS1 202210 Notice 1 course has been deleted 2023083120.305800
AS1 202211 Notice 1 course has been deleted 2023083120.305800
AS1 202212 Notice 1 course has been deleted 2023083120.305800
AS1 202213 Notice 1 course has been deleted 2023083120.305800
AS1 202214 Notice 1 course has been deleted 2023083120.305800
AS1 202215 Notice 1 course has been deleted 2023083120.305800
AS1 202216 Notice 1 course has been deleted 2023083120.305800
AS1 202217 Notice 1 course has been deleted 2023083120.305800
AS1 202218 Notice 1 course has been deleted 2023083120.305800
AS1 202219 Notice 1 course has been deleted 2023083120.305800
AS1 202220 Notice 1 course has been deleted 2023083120.305800
AS1 202221 Notice 1 course has been deleted 2023083120.305800
AS1 202222 Notice 1 course has been deleted 2023083120.305800
AS1 202223 Notice 1 course has been deleted 2023083120.305800
AS1 202224 Notice 1 course has been deleted 2023083120.305800
